"student_id","school_id","grade","reading_time_home","parent_education","school_type","gender","birth_months","n_siblings","ses_index","naplan_reading_score"
1057,57,"Year 9",55,"Bachelor degree","Catholic","Male","Jan",0,0.98,463
1058,56,"Year 3",0,"Year 12","Catholic","Male","Nov",2,0.3,437
1059,30,"Year 5",45,"Certificate/Diploma","Catholic","Female","Aug",2,0.99,565
1060,49,"Year 9",0,"Year 12","Independent","Female","Oct",2,1.12,654
1061,11,"Year 9",60,"Bachelor degree","Government","Male","Dec",2,1.32,605
1062,28,"Year 9",10,"Year 10 or below","Independent","Female","Apr",2,0.75,679
1063,10,"Year 5",50,"Year 10 or below","Catholic","Male","Oct",1,-0.85,495
1064,59,"Year 5",30,"Postgraduate","Government","Female","Mar",2,1.03,620
1065,10,"Year 7",0,"Bachelor degree","Catholic","Female","Aug",2,1.02,587
1066,15,"Year 9",10,"Year 12","Government","Male","Feb",1,-0.05,585
1067,16,"Year 5",5,"Year 12","Independent","Male","Jul",2,0.6,586
1068,59,"Year 3",30,"Year 10 or below","Government","Female","Sep",1,-1.09,477
1069,40,"Year 3",10,"Year 12","Government","Male","May",1,0.75,450
1070,29,"Year 9",5,"Year 10 or below","Government","Male","Dec",0,-1.7,566
1071,36,"Year 7",15,"Bachelor degree","Catholic","Male","Sep",2,2.35,545
1072,55,"Year 7",65,"Bachelor degree","Government","Female","Dec",3,0.98,800
1073,39,"Year 3",85,"Year 12","Independent","Male","Apr",2,1.63,519
1074,42,"Year 7",15,"Postgraduate","Government","Male","Nov",2,2.01,630
1075,50,"Year 5",25,"Postgraduate","Government","Female","Nov",3,2.57,563
1076,51,"Year 7",10,"Bachelor degree","Government","Male","Feb",2,1.67,621
1077,38,"Year 5",45,"Certificate/Diploma","Government","Female","Sep",2,0.38,567
1078,60,"Year 3",45,"Year 12","Government","Male","Nov",3,-0.86,366
1079,10,"Year 3",10,"Bachelor degree","Catholic","Female","Nov",1,1.57,469
1080,28,"Year 9",5,"Certificate/Diploma","Independent","Male","Jan",2,1.45,659
1081,14,"Year 7",20,"Year 12","Government","Female","Sep",2,0.1,594
1082,48,"Year 3",25,"Bachelor degree","Government","Female","May",4,0.48,452
1083,20,"Year 3",10,"Postgraduate","Government","Male","Jan",1,1.19,454
1084,3,"Year 3",0,"Year 12","Government","Male","Mar",3,-0.32,417
1085,31,"Year 7",10,"Certificate/Diploma","Catholic","Female","Mar",2,0.29,628
1086,48,"Year 7",0,"Bachelor degree","Government","Female","Feb",1,1.24,554
1087,60,"Year 5",75,"Year 10 or below","Government","Male","Aug",1,-0.65,454
1088,51,"Year 7",0,"Year 12","Government","Female","Aug",0,0.05,540
1089,27,"Year 7",20,"Year 12","Government","Female","May",3,-0.76,621
1090,31,"Year 9",5,"Certificate/Diploma","Catholic","Female","Nov",2,-0.11,629
1091,1,"Year 7",25,"Bachelor degree","Independent","Male","Jul",0,1.6,800
1092,39,"Year 9",20,"Bachelor degree","Independent","Female","Aug",1,1.66,765
1093,31,"Year 7",15,"Bachelor degree","Catholic","Male","May",3,1.52,657
1094,32,"Year 5",10,"Bachelor degree","Catholic","Male","Dec",3,0.74,540
1095,50,"Year 5",5,"Year 12","Government","Female","Sep",2,0.49,514
1096,19,"Year 5",5,"Year 10 or below","Government","Male","Apr",1,-0.01,526
1097,49,"Year 5",10,"Bachelor degree","Independent","Female","Jan",0,2.29,608
1098,29,"Year 9",40,"Year 12","Government","Female","Aug",2,0.46,561
1099,47,"Year 5",0,"Year 12","Independent","Male","Dec",2,0.06,524
1100,19,"Year 5",5,"Bachelor degree","Government","Male","May",2,0.86,554
1101,60,"Year 7",15,"Year 12","Government","Male","Nov",4,-0.36,542
1102,60,"Year 7",35,"Year 10 or below","Government","Male","Oct",2,-0.47,501
1103,17,"Year 5",5,"Bachelor degree","Independent","Female","Feb",0,1.44,543
1104,19,"Year 3",30,"Bachelor degree","Government","Male","May",2,1.03,535
1105,50,"Year 3",50,"Certificate/Diploma","Government","Female","Aug",0,0.15,508
1106,19,"Year 5",0,"Bachelor degree","Government","Male","Feb",2,0.97,578
1107,49,"Year 5",65,"Certificate/Diploma","Independent","Male","Mar",4,1.07,575
1108,20,"Year 7",20,"Bachelor degree","Government","Male","Mar",5,1.26,606
1109,59,"Year 3",0,"Year 12","Government","Male","Jan",1,-0.21,389
1110,40,"Year 3",0,"Year 12","Government","Male","Aug",1,-0.34,413
1111,57,"Year 5",0,"Year 12","Catholic","Female","Feb",2,1.5,547
1112,36,"Year 7",40,"Bachelor degree","Catholic","Female","Sep",1,0,612
1113,23,"Year 3",5,"Bachelor degree","Independent","Female","Jul",1,1.77,517
1114,59,"Year 5",40,"Year 12","Government","Male","Aug",3,0.12,602
1115,19,"Year 7",15,"Year 12","Government","Male","Jul",3,-0.42,632
1116,29,"Year 5",10,"Bachelor degree","Government","Male","Dec",3,1.31,556
1117,43,"Year 9",15,"Year 10 or below","Government","Male","Nov",3,-0.27,606
1118,42,"Year 9",95,"Certificate/Diploma","Government","Male","Jul",2,-0.28,883
1119,9,"Year 3",35,"Bachelor degree","Catholic","Male","Jan",1,1.55,408
1120,1,"Year 7",20,"Year 12","Independent","Male","Jan",2,0.93,676
1121,32,"Year 5",0,"Bachelor degree","Catholic","Female","Mar",3,1.55,569
1122,39,"Year 9",30,"Certificate/Diploma","Independent","Male","Aug",5,1.35,707
1123,45,"Year 9",20,"Certificate/Diploma","Government","Female","Oct",0,0.31,594
1124,48,"Year 7",25,"Certificate/Diploma","Government","Female","Aug",4,-0.74,554
1125,23,"Year 7",5,"Year 12","Independent","Male","Nov",2,0.72,578
1126,20,"Year 9",35,"Year 12","Government","Female","Jan",2,-0.04,644
1127,38,"Year 5",5,"Bachelor degree","Government","Female","Mar",3,1.33,569
1128,42,"Year 9",0,"Bachelor degree","Government","Male","Mar",2,1.05,599
1129,29,"Year 9",30,"Bachelor degree","Government","Female","Nov",2,0.05,665
1130,28,"Year 5",25,"Year 10 or below","Independent","Male","Apr",2,0.41,501
1131,8,"Year 5",15,"Certificate/Diploma","Government","Female","Oct",1,-0.75,574
1132,18,"Year 5",0,"Year 12","Government","Male","Jun",3,-0.02,521
1133,45,"Year 3",35,"Bachelor degree","Government","Female","Dec",0,1.47,374
1134,59,"Year 7",30,"Certificate/Diploma","Government","Male","Dec",1,0.93,638
1135,15,"Year 3",5,"Year 10 or below","Government","Female","Dec",3,-1.44,427
1136,59,"Year 5",10,"Year 10 or below","Government","Male","Nov",1,-0.2,518
1137,38,"Year 7",15,"Bachelor degree","Government","Male","Feb",1,1.49,613
1138,14,"Year 3",60,"Year 12","Government","Male","Aug",2,0.12,427
1139,42,"Year 7",10,"Bachelor degree","Government","Female","Nov",3,0.83,628
1140,39,"Year 7",45,"Bachelor degree","Independent","Female","Aug",4,1.39,659
1141,32,"Year 9",45,"Bachelor degree","Catholic","Female","Jan",4,1.65,608
1142,9,"Year 5",45,"Certificate/Diploma","Catholic","Male","Mar",1,0.47,491
1143,43,"Year 7",15,"Certificate/Diploma","Government","Female","Dec",1,-0.67,569
1144,52,"Year 5",25,"Certificate/Diploma","Government","Female","Jul",2,0.72,529
1145,20,"Year 7",5,"Postgraduate","Government","Female","Sep",2,1.18,630
1146,43,"Year 7",5,"Certificate/Diploma","Government","Female","Jan",1,0.33,570
1147,19,"Year 9",35,"Bachelor degree","Government","Male","Aug",3,1.54,692
1148,24,"Year 3",20,"Year 10 or below","Independent","Female","Aug",2,0.68,493
1149,60,"Year 7",25,"Bachelor degree","Government","Female","Apr",3,1.71,551
1150,3,"Year 7",110,"Bachelor degree","Government","Male","May",2,0.55,681
1151,34,"Year 3",35,"Certificate/Diploma","Catholic","Female","Aug",3,0.84,416
1152,13,"Year 5",15,"Year 12","Independent","Male","Mar",2,0.85,509
1153,38,"Year 7",20,"Year 12","Government","Male","Dec",5,-0.67,562
1154,53,"Year 7",35,"Certificate/Diploma","Government","Male","Jan",2,0.25,667
1155,22,"Year 5",5,"Certificate/Diploma","Government","Female","Sep",2,1.14,563
1156,39,"Year 5",10,"Certificate/Diploma","Independent","Male","Jan",1,0.83,543
1157,38,"Year 5",0,"Certificate/Diploma","Government","Female","Dec",1,0.51,519
1158,57,"Year 3",60,"Postgraduate","Catholic","Female","Jan",1,1.8,273
1159,7,"Year 7",45,"Year 12","Catholic","Male","May",4,0.41,610
1160,33,"Year 5",10,"Year 12","Government","Male","Nov",1,-0.61,484
1161,34,"Year 5",40,"Year 10 or below","Catholic","Male","Jul",2,-1.32,409
1162,21,"Year 5",5,"Year 12","Independent","Male","Sep",2,0.7,568
1163,50,"Year 3",15,"Certificate/Diploma","Government","Female","Jun",2,0.25,454
1164,38,"Year 7",70,"Year 12","Government","Male","Sep",4,0.21,617
1165,27,"Year 9",0,"Postgraduate","Government","Male","Nov",2,1.36,607
1166,33,"Year 7",30,"Year 10 or below","Government","Female","Dec",1,-1.03,577
1167,27,"Year 7",15,"Certificate/Diploma","Government","Male","Jan",2,0.56,582
1168,31,"Year 9",60,"Postgraduate","Catholic","Female","Aug",2,2.19,871
1169,38,"Year 9",35,"Postgraduate","Government","Female","Sep",1,1.39,730
1170,58,"Year 9",10,"Bachelor degree","Government","Female","May",2,0.57,671
1171,42,"Year 5",5,"Year 12","Government","Male","Sep",2,0.24,527
1172,38,"Year 9",25,"Bachelor degree","Government","Female","Dec",3,1.08,653
1173,39,"Year 3",20,"Year 12","Independent","Male","Jul",2,0.69,469
1174,35,"Year 9",65,"Year 12","Government","Male","Aug",2,-0.33,900
1175,47,"Year 3",0,"Certificate/Diploma","Independent","Female","Nov",3,1.05,487
1176,56,"Year 5",0,"Year 12","Catholic","Male","Dec",2,0.56,567
1177,20,"Year 3",25,"Year 10 or below","Government","Female","Jan",2,-0.46,428
1178,8,"Year 5",20,"Postgraduate","Government","Male","Feb",4,0.87,542
1179,59,"Year 9",0,"Year 12","Government","Male","Oct",5,0.3,554
1180,55,"Year 7",0,"Year 10 or below","Government","Male","Mar",1,-0.47,525
1181,51,"Year 9",5,"Postgraduate","Government","Male","Oct",1,0.68,729
1182,55,"Year 9",20,"Postgraduate","Government","Male","Mar",1,0.46,716
1183,22,"Year 3",50,"Bachelor degree","Government","Male","Dec",1,0.62,569
1184,2,"Year 7",0,"Year 12","Independent","Female","Mar",2,0.53,621
1185,20,"Year 9",10,"Bachelor degree","Government","Female","Dec",4,0.77,608
1186,5,"Year 7",5,"Year 10 or below","Government","Male","Mar",2,-1.03,529
1187,28,"Year 3",60,"Year 12","Independent","Male","Nov",3,0.99,559
1188,14,"Year 3",0,"Year 10 or below","Government","Female","Jul",1,-0.59,399
1189,43,"Year 7",25,"Bachelor degree","Government","Male","Mar",2,1.21,622
1190,11,"Year 3",25,"Bachelor degree","Government","Female","Oct",3,0.99,406
1191,4,"Year 3",50,"Year 12","Catholic","Female","Aug",2,-0.19,442
1192,60,"Year 3",40,"Year 12","Government","Female","Apr",2,1.1,352
1193,55,"Year 5",15,"Certificate/Diploma","Government","Female","Sep",1,-0.75,562
1194,27,"Year 9",25,"Certificate/Diploma","Government","Male","Dec",3,0.61,647
1195,55,"Year 3",30,"Certificate/Diploma","Government","Female","Apr",1,0.59,548
1196,42,"Year 3",15,"Year 10 or below","Government","Female","Mar",4,-1.8,453
1197,25,"Year 7",25,"Year 10 or below","Government","Female","May",1,-1.64,553
1198,21,"Year 9",0,"Year 10 or below","Independent","Female","Sep",2,0.02,613
1199,42,"Year 9",10,"Certificate/Diploma","Government","Male","Oct",1,-0.28,608
1200,24,"Year 7",0,"Year 10 or below","Independent","Male","Oct",1,-0.26,603
1201,42,"Year 7",65,"Certificate/Diploma","Government","Female","Jan",1,-0.98,754
1202,42,"Year 3",20,"Year 12","Government","Male","Aug",3,0.55,523
1203,45,"Year 5",40,"Certificate/Diploma","Government","Female","Jul",3,0.03,460
1204,31,"Year 7",95,"Bachelor degree","Catholic","Female","Oct",1,0.64,800
1205,30,"Year 7",5,"Bachelor degree","Catholic","Female","Sep",2,0.52,611
1206,11,"Year 9",10,"Certificate/Diploma","Government","Male","Jul",4,0.87,609
1207,18,"Year 3",50,"Year 10 or below","Government","Female","Jan",2,-2.15,309
1208,45,"Year 7",90,"Year 12","Government","Male","Dec",1,0.53,410
1209,8,"Year 3",5,"Bachelor degree","Government","Female","Jan",1,1.5,497
1210,41,"Year 5",5,"Bachelor degree","Government","Male","Nov",5,0.71,479
1211,40,"Year 5",0,"Postgraduate","Government","Female","Nov",2,2.02,529
1212,9,"Year 9",10,"Year 10 or below","Catholic","Female","Sep",4,-0.58,524
1213,57,"Year 9",10,"Year 10 or below","Catholic","Male","Jul",1,-0.65,554
1214,8,"Year 5",20,"Certificate/Diploma","Government","Male","Aug",2,0.71,527
1215,56,"Year 7",0,"Year 12","Catholic","Female","Jan",1,-0.24,576
1216,60,"Year 3",40,"Certificate/Diploma","Government","Male","Feb",3,-0.37,366
1217,34,"Year 9",10,"Postgraduate","Catholic","Female","Jan",4,1.92,637
1218,12,"Year 9",95,"Year 12","Catholic","Female","Jul",1,0.48,700
1219,60,"Year 9",5,"Year 10 or below","Government","Female","Dec",2,0.12,576
1220,47,"Year 9",35,"Certificate/Diploma","Independent","Female","Jul",5,0.76,782
1221,48,"Year 7",0,"Certificate/Diploma","Government","Male","Mar",2,0.93,524
1222,48,"Year 7",5,"Certificate/Diploma","Government","Female","Nov",1,-0.02,575
1223,55,"Year 9",5,"Postgraduate","Government","Female","Aug",5,1.77,665
1224,53,"Year 5",5,"Year 12","Government","Female","Dec",2,-0.25,466
1225,11,"Year 3",40,"Year 12","Government","Male","Feb",2,-0.14,419
1226,42,"Year 3",30,"Certificate/Diploma","Government","Male","Aug",1,-0.11,522
1227,32,"Year 5",0,"Bachelor degree","Catholic","Female","Mar",2,2.15,600
1228,28,"Year 9",0,"Year 12","Independent","Male","Nov",1,1.67,643
1229,32,"Year 7",60,"Postgraduate","Catholic","Male","Oct",2,2.24,555
1230,53,"Year 3",5,"Bachelor degree","Government","Male","Dec",0,0.5,425
1231,14,"Year 9",65,"Bachelor degree","Government","Male","Sep",2,0.38,639
1232,15,"Year 9",15,"Bachelor degree","Government","Female","Aug",2,1.65,654
1233,42,"Year 9",0,"Bachelor degree","Government","Male","Jun",2,1.09,646
1234,4,"Year 3",0,"Bachelor degree","Catholic","Female","Feb",3,1.29,537
1235,12,"Year 9",100,"Year 12","Catholic","Female","Feb",1,0.41,724
1236,19,"Year 9",50,"Certificate/Diploma","Government","Female","Jul",0,-0.1,701
1237,14,"Year 9",0,"Year 12","Government","Male","Jul",2,-0.09,589
1238,30,"Year 5",20,"Bachelor degree","Catholic","Male","Nov",5,1.54,567
1239,32,"Year 7",20,"Year 12","Catholic","Male","Mar",3,0.34,545
1240,40,"Year 3",0,"Year 12","Government","Female","Mar",2,0.01,463
1241,18,"Year 9",10,"Certificate/Diploma","Government","Female","Apr",2,-0.08,559
1242,18,"Year 3",5,"Certificate/Diploma","Government","Male","Oct",2,0.37,426
1243,18,"Year 7",55,"Postgraduate","Government","Male","Dec",1,1.35,502
1244,52,"Year 7",10,"Postgraduate","Government","Female","May",1,1.63,609
1245,17,"Year 3",0,"Certificate/Diploma","Independent","Male","Feb",3,0.4,455
1246,54,"Year 9",10,"Year 10 or below","Catholic","Male","Jan",0,0.05,576
1247,3,"Year 3",5,"Year 12","Government","Male","Oct",3,0.6,405
1248,48,"Year 5",25,"Bachelor degree","Government","Female","Mar",1,1.79,557
1249,10,"Year 7",0,"Certificate/Diploma","Catholic","Female","May",2,0.27,597
1250,24,"Year 7",30,"Postgraduate","Independent","Female","Dec",2,2.6,688
1251,43,"Year 3",35,"Year 10 or below","Government","Female","Oct",2,-1.09,465
1252,24,"Year 5",15,"Year 12","Independent","Male","Jun",3,0.44,512
1253,33,"Year 9",30,"Bachelor degree","Government","Male","Jan",1,0.51,664
1254,16,"Year 3",0,"Certificate/Diploma","Independent","Male","Mar",3,2.09,532
1255,29,"Year 9",10,"Certificate/Diploma","Government","Male","Dec",1,0.45,654
1256,51,"Year 3",20,"Year 12","Government","Female","Jul",1,0.27,464
1257,55,"Year 9",5,"Year 12","Government","Female","Jun",2,-0.45,633
1258,2,"Year 5",5,"Bachelor degree","Independent","Male","Jul",1,2.81,578
1259,50,"Year 7",0,"Year 10 or below","Government","Male","Nov",2,-0.93,523
1260,45,"Year 7",5,"Year 12","Government","Female","Dec",0,0.1,534
1261,45,"Year 3",15,"Certificate/Diploma","Government","Female","Apr",3,0.43,395
1262,23,"Year 9",0,"Year 10 or below","Independent","Female","Feb",0,0.1,582
1263,31,"Year 5",0,"Bachelor degree","Catholic","Male","Oct",2,1.11,526
1264,7,"Year 7",60,"Year 12","Catholic","Female","May",4,0,695
1265,45,"Year 5",90,"Certificate/Diploma","Government","Female","Feb",2,0.09,344
1266,36,"Year 7",5,"Bachelor degree","Catholic","Female","Dec",0,2.27,608
1267,41,"Year 9",0,"Certificate/Diploma","Government","Female","Dec",2,1.26,579
1268,25,"Year 7",75,"Certificate/Diploma","Government","Male","Sep",4,0.7,572
1269,3,"Year 3",15,"Bachelor degree","Government","Male","Jan",2,0.64,402
1270,42,"Year 9",0,"Postgraduate","Government","Male","Dec",1,0.93,618
1271,59,"Year 5",5,"Bachelor degree","Government","Male","Dec",0,1.02,546
1272,53,"Year 5",20,"Year 10 or below","Government","Female","Feb",3,-0.65,496
1273,11,"Year 3",10,"Bachelor degree","Government","Female","Aug",4,1.3,437
1274,21,"Year 7",35,"Bachelor degree","Independent","Male","Jan",1,1.93,679
1275,12,"Year 5",15,"Postgraduate","Catholic","Female","Sep",1,2.89,561
1276,37,"Year 7",30,"Year 12","Government","Female","Nov",4,-0.01,639
1277,20,"Year 7",30,"Year 12","Government","Female","Nov",1,-0.14,590
1278,11,"Year 7",20,"Postgraduate","Government","Female","Jan",1,0.98,545
1279,18,"Year 5",5,"Bachelor degree","Government","Female","Dec",1,0.77,557
1280,20,"Year 5",0,"Certificate/Diploma","Government","Female","Feb",3,0.61,589
1281,40,"Year 7",0,"Bachelor degree","Government","Male","Dec",1,1.75,605
1282,58,"Year 9",20,"Year 10 or below","Government","Female","Sep",0,-1.23,605
1283,57,"Year 9",35,"Certificate/Diploma","Catholic","Male","Feb",1,0.41,476
1284,5,"Year 5",35,"Year 10 or below","Government","Male","Jul",0,-0.56,631
1285,24,"Year 9",85,"Year 12","Independent","Female","Oct",2,0.84,665
1286,6,"Year 9",40,"Certificate/Diploma","Government","Male","Dec",1,1.03,602
1287,60,"Year 7",35,"Bachelor degree","Government","Female","Oct",3,0.35,556
1288,59,"Year 9",5,"Certificate/Diploma","Government","Male","Dec",1,-0.18,624
1289,60,"Year 7",25,"Bachelor degree","Government","Female","Sep",2,-0.47,615
1290,59,"Year 5",20,"Postgraduate","Government","Male","Jun",4,1.3,556
1291,54,"Year 9",20,"Year 10 or below","Catholic","Female","Jan",2,-0.78,550
1292,15,"Year 3",0,"Bachelor degree","Government","Female","May",2,1.09,476
1293,21,"Year 5",15,"Bachelor degree","Independent","Male","Jul",1,2.22,578
1294,52,"Year 3",10,"Postgraduate","Government","Male","Feb",4,0.79,475
1295,10,"Year 5",0,"Bachelor degree","Catholic","Female","Sep",1,0.8,505
1296,44,"Year 3",10,"Certificate/Diploma","Independent","Female","Oct",3,1.45,487
1297,54,"Year 3",30,"Certificate/Diploma","Catholic","Female","Aug",0,0.98,440
1298,5,"Year 9",5,"Certificate/Diploma","Government","Male","Jul",2,0.8,609
1299,52,"Year 5",5,"Certificate/Diploma","Government","Male","Jan",2,0.64,490
1300,43,"Year 3",25,"Certificate/Diploma","Government","Male","Mar",3,0.67,466
1301,27,"Year 3",20,"Year 10 or below","Government","Male","Dec",2,-0.46,446
1302,28,"Year 3",30,"Bachelor degree","Independent","Male","Sep",0,1.26,454
1303,37,"Year 3",65,"Bachelor degree","Government","Male","Feb",2,1.19,600
1304,22,"Year 9",20,"Certificate/Diploma","Government","Female","Jul",2,1.58,719
1305,19,"Year 3",10,"Postgraduate","Government","Female","Jul",0,1.98,478
1306,23,"Year 7",10,"Year 12","Independent","Male","Jun",2,0.97,585
1307,28,"Year 7",30,"Certificate/Diploma","Independent","Male","Mar",2,1.16,623
1308,37,"Year 5",25,"Bachelor degree","Government","Male","Dec",2,1.29,600
1309,48,"Year 3",5,"Year 12","Government","Male","Jan",0,0.84,405
1310,52,"Year 9",5,"Year 12","Government","Female","Dec",0,0.43,623
1311,15,"Year 9",60,"Certificate/Diploma","Government","Female","Jun",1,0.06,656
1312,60,"Year 9",70,"Year 10 or below","Government","Male","Aug",1,-0.31,532
1313,60,"Year 7",60,"Bachelor degree","Government","Female","May",3,1.1,571
1314,17,"Year 3",15,"Bachelor degree","Independent","Male","Feb",5,1.27,504
